,abstract
10,turun terima proyek banding turun percaya konsumen hadap usaha dorong usaha evaluasi hasil kerja tahuntahun aspek upaya laku analisis layan kualitas jasa konsultan arsitek tuju teliti ukur tingkat kerja kualitas layan konsumen prioritas kualitas layan tingkat kualitas layan dinamika artistika metode teliti zone tolerance aspek ukur perceived service desired service adequate service tingkat item kualitas layan dimensi kualitas jasa parasuraman nilai aspek hitung peta posisi measure service adequacy posisi measure service superiority posisi layan peta zone tolerance item prioritas item milik posisi layan posisi pilih item milik desired service perceived service negatif dasar hasil olah data item kualitas layan item kualitas milik posisi layan posisi measure service adequacy arti kualitas layan puas konsumen item posisi zona toleransi arti konsumen puas puas maksimal item milik posisi layan posisi measure service adequacy keseriusankesungguhan karyawan tanggap keluh konsumen aman konsumen laku sepakat kerja kena layan jasa sanggup sedia layan jasa selesai jasa sesuai harap konsumen karyawan paham layan jasa sesuai butuh konsumen kesiap sedia jasa merespon konsumen arti konsumen puas item milik nilai negatif keseriusankesungguhan karyawan tanggap keluh konsumen usul laku hadap karyawan langsung tanggap keluh konsumen laku periodik manajer pimpin usaha langsung pimpin karyawan hadap keluh konsumen motivasi karyawan kerja profesional
11,rupa buah usaha gerak bidang garment rupa usaha garment jasa make trim freight board target produksi capai produksi kemeja pcsbulan usaha hasil sekira pcsminggu pcshari operator produksi output hasil capai pcshari usaha penuh produksi laku usaha capai target produksi laku giat lembur juni operator laku giat lembur operator lembur operator wing orang lembur akibat lelah turun motivasi kerja laku lembur target produksi capai salah laku upah insentif motivasi produktivitas operator teliti metode ukur langsung work sampling upah insentif upah insentif laku metode metode piecework metode halsey metode rowan hasil teliti baku butuh kemeja menit metode usaha metode halsey metode rugi belah
12,kereta persero rupa badan usaha milik negara sangkut hajat hidup orang jasa rupa jasa pakai konsumen kereta persero layan jasa konsumen dunia jasa transportasi kereta rupa salah transportasi jasa pilih konsumen khusus indonesia konsumen pilih jasa transportasi harga jangkau manfaat konsumen nyata kereta rupa alat transportasi minat masyarakat indonesia arti kereta persero milik saing bisnis ongkos murah arti kereta hati sarana prasarana hati sikap karyawan tangan konsumen sarana fasilitas stasiun daop bandung sedia jasa stasiun daop bandung tingkat puas konsumen sarana fasilitas sedia integrasi model model kano bantu atributatribut model bantu teliti model bantu khusus usul dasar matriks kuadran prioritas utama atribut kuadran atribut tangible atribut assurance atribut realibility dimensi tahan kuadran atribut tangible atribut realibility atribut emphaty dimensi kerja masuk kategori prioritas rendah kuadran cakup atribut tangible atribut emphaty atribut realibility atribut responsiveness atribut assurance kerja layan stasiun anggap kuadran atribut tangibles atribut realibility saran usul kait pegawai tingkat ramah peka terima keluh tumpang perhati layan sopan pegawai kait fasilitas teknologi tingkat lengkap alat medis manfaat sign buildingarrow sedia nyaman waiting room anakanak model importance performance analysis kano generalisasi implementasi stasiun informasi lengkap kerja karyawan
13,indonesia power rupa usaha jasa bangkit listrik gerak bidang operasi pelihara unit jasa bangkit pltu labuh ratu rupa salah unit bisnis indonesia power jalan bisnis indonesia power alam sistem rawat mesin salah mesin alam rawat mesin coal feeder mesin coal feeder alir batubara silo pulverizer mesin coal feeder operasi ganggu bangkit pasok batubara butuh boiler beban listrik hasil turun data departemen engineering subsistem coal feeder alam rusak timbul downtime mesin sistem periode januari desember downtime kali mesin coal feeder butuh metode rawat efektif downtime mesin coal feeder metode rawat teliti reliability centered maintenance metode rancang jadwal rawat interval rawat data historis downtime mesin coal feeder dianalisa komponen kritis gagal komponen kritis gagal fungsi identifikasi metode failure mode effect analysis fmea decision worksheet komponen gagal laku tindak cegah dasar gagal ulang rancang interval rawat efektif dasar kriteria minimasi downtime dasar hasil olah data komponen kritis mesin coal feeder milik downtime motor clean belt feeder outlet valve nilai risk priority number jenis rusak belt feeder robek rusak motor clean overload rusak outlet valve macet hasil decision worksheet komponen golong tindak rawat scheduled oncondition task outlet valve komponen golong tindak scheduled discard task belt feeder motor clean uji pola distribusi gagal tindak scheduled discard task interval ganti komponen belt feeder nilai komponen motor clean nilai laku banding metode rawat interval ganti komponen komponen belt feeder alam turun downtime komponen motor clean alam turun downtime rancang sistem rawat usaha turun ratarata downtime
14,barang retur tropica pharmaceuticals rupa hadap usaha barangbarang retur distributor konsumen usaha nilai teliti kaji kelola barang retur rusak produk kadaluarsa salah kirim tradeins alasanalasan laku tekan biaya barang retur distributor konsumen biaya usaha minimal usaha alih hasil teliti biaya retur banding standar biaya retur barang diijinkan usaha usaha bijak biaya retur total jual hitung total jual lihat bijak usaha nilai barang retur penuh bijak biaya retur barang total tangan biaya retur nilai barang retur rupa total biaya retur usaha tinjau bijak terang biaya retur total jual biaya retur perhitungaan laku usaha tangan biaya barang retur biaya tangan cantum masuk beban operasional usaha biaya barang retur masuk beban retur hitung teliti hasil tangan barang retur biaya tangan barang retur masuk hitung rupa beban retur hati tahap proses tangan barang retur upaya laku usaha meminimasi ongkos barang retur atur gerak barang reduksi biaya retur terap sistem transportasi inovatif pilih alat angkut tingkat kirim tingkat sedia barang gudang ubah konfigurasi pusat distribusi ubah kemas sistem proses tangan upayaupaya rupa dampak turun biaya tangan barang retur
15,rumah batik komar usaha produksi batik merchandise batik utama rumah batik komar produk cacat produk cacat capai total produksi metode dmaic cacat selesai fmea fishbone diagram diagram pareto seragam data fmea dmaic simpul utama produk cacat salah proses produksi tangan menganggulangi laku cek atur proses produksi pasok bahan baku proses cacat metode fmea dmaic cari faktor pengaruh hadap karakteristik kualitas coba cacat laku olah data analisis hasil teliti nilai failure mode motif kain rusak failure mode motif kain muncul failure mode lukis malam kain rapi failure mode ubah warna kain failure mode turun kualitas warna kain failure mode sisa malam kanji kain level sigma periode januari desember sigma usul dasar kualitas bahan baku dukung usul usul dasar tools dasar metode usul dasar lingkung kontrol hadap baku standar batik dokumentasi penyebarluasan tindak gagal ulang
16,advics manufacturing indonesia rupa buah usaha gerak bidang manufaktur letak kawasan industri kiic karawang barat produksi komponen brake system brake master cylinder drum brake assy data capai ratarata produktivitas drum capai capai produktivitas brake assy produksi brake master cylinder capai target usaha capai angka target usaha capai masuk kategori produktivitas rendah usaha banding model drum brake assy usaha upaya tingkat produktivitas produksi brake master cylinder tuju teliti identifikasi faktorfaktor rendah produktivitas usul upaya tingkat produktivitas produksi brake master cylinder analisis hadap produktivitas produksi brake master cylinder metode sigma tools dmaic define measure analysis improve control tools bahas langkah define measure analysis improvetahapan laku identifikasi analisis tabel standar kerja kombinasi tskk value stream mapping suplier input process output customer sipoc fishbone diagram diagram pareto hasil analisis metode sigma faktorfaktor rendah produktivitas waitinginappropriate defect usul saran waste waiting seal press contamination robocylinder ready inappropriate problem leak inspection tangan defect hasil problem leak inspection laku metode sigma produktivitas produksi brake master cylinder tingkat
17,style rupa usaha industri hasil produk sandal usaha style rupa kontrak usaha eigerindo multi produk industri produk hasil style produk sandal eiger sandal lightspeed clipbar sandal lightspeed clip sandal lightspeed cross usaha produk sandal tingkat cacat produk cacat oktober desember ratarata produk sandal eiger lightspeed clipbar angka kategori ratarata cacat batas toleransi usaha tuju teliti identifikasi jenis cacat cari cacat produk sandal eiger lightspeed clipbar proses assembling buffing metode dmaic define measure analyze improve control tindak metode taguchi metode dmaic rupa metode identifikasi cari faktorfaktor cacat pengaruh hadap jenis cacat hasil metode dmaic bantu tindak metode taguchi metode taguchi rupa metode kualitas produk proses tekan biaya sumber daya minimal dasar hasil teliti identifikasi faktor cacat open bonding sisi sandak rapih kikis logo sandal lightspeed clip faktorfaktor akibat cacat sandal bensol nilai dpmo defect million opportunities hasil metode dmaic ratarat sigma nilai sigma penuh standar kapabilitas proses sigma industri negara maju sigma hasil hitung eksperimen taguchi nilai karakteristik kualitas ratarata cacat sandal karakteristik kualitas simpul teliti hasil tindak produk sandal eiger lightspeed clipbar setting level optimal faktor pengaruh hadap cacat sandal eiger lightspeed clipbar faktor karet bensol hasil eksperimen konfirmasi setting level optimal nilai karakteristik kualitas cacat sandal lightspeed clipbar
18,tata letak fasilitas layout alir material orang dampak efisiensi tuju tata letak meminimasi pindah material tata letak fasilitas departemen sinyal industri persero gabung departemen panel lampu jarak fasilitas departemen lampu sinyal hambat lemari panel halang alir material konsentrasi operator departemen sinyal jarak jarak akibat proses produksi ganggu ongkos material handling tingkat industri persero departemen sinyal rencana rancang usul tata letak fasilitas lahan tuju teliti rancang usul tata letak fasilitas hitung total ongkos material handling dasar pola alir tata letak fasilitas metode algoritma craft computerized relative allocation facilities technique algoritma craft algoritma cari rancang optimal laku tata letak tahap craft evaluasi tata letak tukar lokasi departemen olah laku hitung jarak pasang titik pusat masingmasing departemen simpan hasil hitung matriks jarak tukar departemen tuju meminimasi ongkos material handling dasar hasil olah algoritma craft total omhhari tata letak fasilitas jarak rectilinear jarak euclidean total omhhari pola alir tata letak fasilitas usul output winqsb total tata letak fasilitas usul bantu software winqsb jarak rectilinear total omhhari jarak euclidean total omhhari turun jarak rectilinear turun jarak euclidean
19,panairsan pratama usaha handal sedia alat uji teknik alat laboratorium lapang alat model praktik panairsan pratama milik potensi timbul risiko proses produksi rugi usaha proses tanggulang risiko produksi panairsan pratama laku terap risk assesment risikorisiko kontrol dimitigasi nilai tingkat risiko usaha dasar kriteria risiko usaha tuju teliti usul tangan laku risiko produksi panairsan pratama risk assesment liput proses tahap identifikasi risiko analisis risiko evaluasi risiko risk assesment prinsipprinsip sesuai standar implementasi manajemen risiko terbit international organization standardization tanggal november standar tuju terap sesuai jenis organisasi struktur pedoman laku generik hadap operasi kait manajemen risiko dasar hasil teliti simpul laku risiko laku tahap risk assesment identifikasi risiko proses milik manfaat lihat risk register hasil daftar risiko tools brainstorming semi structured interview proses identifikasi risiko laku proses analisis risiko tuju tuju nilai masingmasing risiko tahap evaluasi risiko bantu ambil putus output tahap saring risikorisiko klasifikasi consequences probability matrix hasil risiko laku risiko hitung nilai manfaat cost benefit analysis tuju laku risiko sasar
20,rupa usaha gerak bidang farmasi kosmetik quality policy laku continous improvement kaizen puas langgan maksimal tuju teliti tingkat produktivitas efisiensi kerja lini kemas sekunder salah proses printing identitas produk metode analisis pdca hasil rupa data cacat printing identitas produk standar cacat usaha analisis cacat laku fishbone diagram faktor cacat faktor material rupa batas toleransi area print desain blok putih cacat kualifikasi personil metode laku improvement usaha hemat biaya pegawai pegawai prosedur
21,alami home industry sepatu cibaduyut turun produksi sepatu flatshoes wanita produksi sepatu flatshoes wanita alam turun indikasi tingkat saing negeri dampak produksi sepatu flatshoes wanita teliti tuju usul kembang produk sepatu flatshoes wanita metode teliti teliti metode survei hadap kualitas produk sepatu flatshoes wanita home industry sepatu cibaduyut rupa harap tingkat puas konsumen teliti metode wawancara observasi data technical response data olah analisis quality function deployment alat struktur quality function deployment matriks house quality hasil teliti prioritas cutomer needs spesifikasi usul kembang produk sepatu flatshoes wanita home industry sepatu cibaduyut harap tahan konsisten hadap butuh konsumen prioritas kembang produk sepatu
22,pertamina persero refinery unit balong rupa usaha badan usaha milik negara bumn gerak bidang olah minyak bumi negara pertamina persero ruvi balong milik kilang minyak letak wilayah kabupaten indramayu provinsi jawa barat alat kilang minyak milik usaha alam pertamina persero ruvi balong laku penca libat rekan kerja usaha pilih vendor alat kilang pertamina persero ruvi balong milik alternatif bega calon vendor teliti tuju vendor hitung kriteria usaha kriteria timbang pilih vendor kriteria harga kualitas layan kirim kriteria milik bobot prioritas isi kuesioner pakar usaha olah data hasil kuesioner metode analytic network process bobot prioritas kriteria harga kualitas layan kirim kriteria utama timbang pilih vendor kriteria kualitas kriteria masingmasing milik kriteria laku banding kriteria bobot prioritas laku bobot banding spesifik kriteria banding kriteria laku kriteria inner dependence laku banding kriteria kriteria milik kait hubung pengaruh outer dependence banding tingkat kriteria bobot kriteria kriteria kerja bobot kriteria kerja spesifik kriteria milik prioritas pilih vendor kriteria kualitas dasar olah data usaha milik prioritas utama prioritas urut usaha milik prioritas utama pilih vendor alat kilang pertamina persero ruvi balong
23,rupa usaha hasil obat generik gerak bidang farmasi departemen quality control rupa salah departemen fokus hadap kualitas obat khusus mini company activity semi finish good cek kualitas obat semi finish good alam analisa obat salah hadap salah analisa spesification produk tingkat kapasitas produksi akibat overtime semi finish good departemen quality control ratarata overtime tingkat kapasitas produksi dukung tingkat sumber daya manusia timbul beban kerja beban kerja menyababkan human eror dampak salah analisa sampel laku kaji kena analisis beban kerja fisik mental kerja turun beban kerja analis semi finish good departemen quality control metode teliti metode workload analysis analisis beban kerja fisik analis semi finish good metode swedish occupational fatigue inventory sofi analisis beban kerja mental analis semi finish good metode gabung bentuk linear total beban kerja analis semi finish good total beban kerja hitung rekomendasi analis semi finish good turun beban kerja analis dasar hasil olah data total beban kerja fisik metode workload analysis total beban kerja mental metode swedish occupational fatigue inventory sofi dimensi energi tenaga fisik ketidaknyamanan fisik motivasi kantuk ratarata beban kerja mental gabung metode analisis beban kerja fisik mental workload analysis swedish occupational fatigue inventory sofi linear beban kerja total nilai dieroleh simpul beban kerja analis semi finish good departemen quality control golong beban kerja laku hitung semi finish good departemen quality control laku orang analis turun beban kerja
24,buah mesin komponen utama dukung lancar operasi komponen alam rusak turun kerja mesin pengaruh efisiensi mesin south pasific viscose rupa salah industri gerak bidang kimia alam rusak mesin akibat biaya hambat jalan proses produksi akibat turun kapasitas produksi laku teliti south pasific viscose kali breakdown mesin glaubersalt interval rusak tingkat spare part biaya bik mesin glaubersalt teliti tuju hasil putus rawat mesin glaubersalt breakdown metode teliti susun skripsi terap metode first decision cost future cost mesin glaubersalt metode anggap cocok selesai metode tuju biaya rendah pilih ambil putus hadap laku overhaul ganti replace repair teknik kumpul data studi lapang usaha wawancara kait susun skripsi studi pustaka buku jurnal tulis usaha sumber hasil hitung metode first decision cost future cost hasil tindak ambil mesin produksi kondisi mesin alat periode good replace milik biaya rawat tindak ambil mesin produksi kondisi mesin alat periode buruk failed repair milik biaya rawat disimpualkan ambil putus overhaul replace repair mesin glaubersalt laku kondisi mesin kondisi biaya rendah
25,galih pratiwi dewi rupa salah usaha grup mekar saluyu collection upaya dinamis kreatif usaha unggul kompetitif gerak bidang produksi kemas amdk hadap usaha kait produk reject terima customer periode desember capai jenis caacat bercak putih muka kemas botol tuju teliti dpmo sigma level periode desember identifikasi faktor cacat produk usul solusi cacat produk dasar hasil olah data dilakukakan periode desember nilai ratarata dpmo level sigma sigma nilai presentasi produksi juta produk botol alam cacat sesuai spesifikasi usaha laku analisis identifikasi faktor cacat produk diagram fishbone temu faktor defect cacat bahan baku preform lalai operator terap setup mesin salah berdasarkna faktorfaktor gagal temu laku faktor potensial analisis fmea failure mode effecft analysis nilai risk priority number bahan baku preform faktor cacat bahan baku preform rupa efek gagal kritis prioritas utama kualitas produk cacat total cacat seruh
26,teliti laku departemen netting indoneptune manufacturing indoneptune manufacturing rupa usaha gerak bidang jala ikan downtime januari juni turun kehandalan mesin optimal rawat laku usaha dasar data usaha overall equipment effectiveness dasar kerja rawat nilai efektif downtime tuju teliti memberbaiki manajemen rawat usaha downtime tingkat kehandalan mesin metode downtime tingkat kehandalan mesin metode reliability centered maintenance rupa metode rawat cegah preventive maintenance efektif usaha kerja tujuh tahap pilih sistem seleksi tugas dasar hasil tahap logic tree analysis kategori dampak gagal mesin kategori dampak selamat kerja karyawan kategori dampak henti kerja kategori dampak mesin biaya rawat hasil teliti rencana implementasi usaha usul instruksi tugas laku operator laku rawat mesin usul instruksi tugas isi tugastugas cegah deteksi gagal mesin gagal mesin frekuensi laku rawat laku tugastugas rawat tugas time directed tugas condition directed tugas failure
27,transportasi salah elemen hidup manusia kembang kembang transportasi salah mati masyarakat akibat celaka celaka faktor faktor manusia alam timbul aman risiko teliti rupa teliti survei teliti laku ambil data data teliti satlantas polrestabes kota bandung observasi wawancara kuesioner isi kuesioner ukur skala likert olah data teliti software smartpls version tuju teliti analisis tingkat risiko celaka lintas kota bandung metode partial least square usul angka celaka lintas kota bandung metode partial least square rupa metode laku ukur model uji validitas reliabilitas konstruk masingmasing indikator teliti ambil sampel responden populasi hasil teliti nilai variabel variabel nilai milik telepon kendara sepeda motor henti arti variabel kait pengunaan handphone kendara henti laku kendara sepeda motor variabel tingkat angka celaka lintas khusus kota bandung nilai rsquare teliti minat perilaku arti minat kendara kota bandung lintas pengaruh variabel manfaat tanggung perilaku sisa pengaruh variabelvariabel masuk teliti hasil perilaku arti sisa pengaruh variabelvariabel masuk teliti
28,gudang simpan persero yogyakarta gudang sedia fungsi warehouse center wilayah jawa khusus liput daop sarang daop purwokerto daop yogyakarta balai yasa tegal balai yasa yogyakarta sedia material butuh rawat fokus lokomotif kereta gerbong kereta kelas bisnis ekonomi lokomotif diesel tuju gudang dukung proses bisnis usaha utama sedia material giat operasional kereta gudang laku aktivitas audit internal gudang audit hadap gudang tuju teliti laku terap audit warehouse check tingkat status kerja gudang laku teliti laku audit hadap gudang audit warehouse check perspektif liput strategi proses operasi biaya infrastruktur sistem informasi sumber daya manusia laku rekomendasi hadap temu mayor minor hasil audit warehouse checkup final score gudang simpan persero status kerja needing improvement arti rekomendasi hadap temu mayor minor tingkat status kerja gudang laku status gudang tingkat status running properly hadap temu minor status well managed hadap temu mayor
29,karya kawan rupa usaha industri karet salah hasil produksi protektor karya kawan laku proses produksi cacat signifikan dasar hasil persentase cacat target usaha target usaha teliti laku proses produksi protektor laku wawancara libat proses produksi laku liput proses pilih material proses kemas produk tuju teliti identifikasi gagal proses produksi protektor metode failure mode effect analysis metode fault tree analysis metode failure mode effect analysis rupa prosedur identifikasi gagal produk dasar potensial cause fmea fungsi nilai risk priority number identifikasi fokus utama akar potensial cause fault tree analysis dasar hasil teliti metode fmea gagal produk coumpoud process nilai sticky process nilai extrusion process nilai proses checking process nilai coumpoud process proses campur bahan baku proses campur bahan sesuai takar lalai operator laku campur bahan baku extrusion process cepat mesin cepat marking lihat checking process proses inspeksi protektor lolos cek sticky process cair anti lengket dasar hasil metode fault tree analysis usul dasar metode fault mode effect analysis fmea fault tree analysis latih standar kualitas usaha awas proses produksi laku maintenance bersih mesin proses produksi beban kerja akibat operator lelah
30,kaos kaki rupa usaha produksi macammacam kaos kaki kaos kaki polos kaos kaki motif rancekek majalaya bandung usaha giat nilai value added activity akibat rework produk kaos kaki value added activity waste lihat aktivitas produksi over production gerak butuh motion sedia inventory transportasi transportation tunggu waiting cacat defect akibat rework kerja produk ulang kerja biaya rugi usaha lean sigma rupa metoda value added activity lean sigma identifikasi boros nilai tingkat capai tingkat kerja sigma ubah sistem produksi push system pull system tahap laku lean sigma dmaic define measure analyze improve control skripsi teliti laku tingkat improve tahap control laku laku tingkat kerja implementasi rupa metode jepang rupa akronim iri seiton seiso seikatsu shitsuke rupa salah laku tingkat kerja hasil teliti implementasi tingkat usul implementasi laksana kaos kaki laksana implementasi implementasi laku laku latih kait kegiatankegiatan langsung visual display operator terap libat kait laku audit laku harap tingkat kerja kaos kaki target sigma capai
31,rohto laboratories indonesia departemen medical device usaha fokus produksi lensa katarak proses produksi laku tahap laku produksi polishing quality control sterilization finish good inventory quality assurance packing work process rupa salah faktor pengaruh kualitas kapasitas produksi teliti tuju evaluasi kapasitas final inspeksi identifikasi rancang improvement kapasitas final inspection simulasi komputer identifikasi teliti promodel harap timbul ketidaklancaran proses jalan model tingkat kapasitas skenario lauk mesin mesin replikasi running simulasi model simulasi jalan dasar hasil scenario improvement laku skenario simpul area kerja bottleneck proses sterilisasi dampak prosesproses final inspeksi labeling alin tanda queue before blocked proses labeling aling laku unit mesinalat mikroskop unit unit autoclave unit profile projector turun tingkat throughput skenario
32,manajemen proyek hasil usaha rencana laksana proyek simpul proyek laku crashing cepat proyek pengaruh crashing proyek hadap biaya laku biaya proyek cepat kerja laboratorium produksi teknik manufaktur polman bandung rupa workshop sistem produksi shop rencana giat proyek laksana jalan lancar selesai optimal proyek piercing tool vent rutin kerja alam lambat kirim salah jadwal metode teliti laku pecah precedence diagram method bantu software microsoft project milik konstrain hubung giat atur urut kerja giat tumpangtindih microsoft project bantu hitung parameter early start early finish latest start latest finish otomatis dasar datadata masuk dasar hasil olah data selesai lambat proyek piercing tool laku laku overtime batas lapang laku overtime alternatif jadwal giat alternatif laku overtime sesuai atur ketenagakerjaan pasal ayat deadline proyek capai potong durasi biaya alternatif terap overtime langgar atur capai deadline proyek potong durasi biaya untung alternatif biaya proyek untung alternatif biaya
